"C:\Program Files\Java\jdk1.8.0_151\bin\java.exe" "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2018.3.2\lib\idea_rt.jar=57815:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2018.3.2\bin" -Dfile.encoding=UTF-8 -classpath "C:\Program Files\Java\jdk1.8.0_151\jre\lib\charsets.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\deploy.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\access-bridge-64.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\cldrdata.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\dnsns.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\jaccess.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\jfxrt.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\localedata.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\nashorn.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\sunec.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\sunjce_provider.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\sunmscapi.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\sunpkcs11.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\ext\zipfs.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\javaws.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\jce.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\jfr.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\jfxswt.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\jsse.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\management-agent.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\plugin.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\resources.jar;C:\Program Files\Java\jdk1.8.0_151\jre\lib\rt.jar;C:\marist\550\JavaAITutorial\out\production\JavaAITutorial;C:\marist\550\JavaAITutorial\EncogCore.jar;C:\marist\550\JavaAITutorial\commons-math3-3.0.jar" javaai.ann.learn.meta.genetic.Parabola
----- before
 50 | 1 0 0 1 0 1 1 | 75
----- iteration = 0
  1 | 1 1 0 1 1 0 1 | 109
  2 | 0 1 1 0 0 0 1 | 49
  3 | 1 1 1 0 1 0 0 | 116
  4 | 0 0 0 0 1 0 0 | 4
  5 | 1 0 1 1 0 0 1 | 89
  6 | 0 0 0 1 1 1 1 | 15
  7 | 0 1 1 1 1 1 1 | 63
  8 | 0 1 0 1 1 1 1 | 47
  9 | 0 1 0 0 1 0 1 | 37
 10 | 1 1 0 0 0 0 0 | 96
 11 | 0 1 0 1 0 1 0 | 42
 12 | 1 1 1 1 1 1 1 | 127
 13 | 1 0 0 0 0 0 1 | 65
 14 | 0 0 0 1 0 1 1 | 11
 15 | 1 1 0 0 1 0 1 | 101
 16 | 1 0 1 0 1 1 0 | 86
 17 | 1 1 1 0 1 0 0 | 116
 18 | 0 1 0 1 1 1 0 | 46
 19 | 1 1 0 0 0 0 1 | 97
 20 | 0 1 1 1 1 1 1 | 63
 21 | 0 0 0 1 0 0 0 | 8
 22 | 0 0 0 1 0 1 0 | 10
 23 | 1 1 1 1 0 0 0 | 120
 24 | 1 1 1 0 0 0 0 | 112
 25 | 0 1 0 1 1 1 0 | 46
 26 | 1 0 1 1 0 1 0 | 90
 27 | 0 1 1 1 1 1 1 | 63
 28 | 0 0 1 1 0 0 0 | 24
 29 | 1 0 1 0 0 0 0 | 80
 30 | 1 1 0 0 0 0 1 | 97
 31 | 1 1 1 1 1 0 0 | 124
 32 | 1 0 0 1 0 0 1 | 73
 33 | 0 1 0 0 1 1 0 | 38
 34 | 0 0 0 1 0 0 1 | 9
 35 | 0 0 1 0 1 1 1 | 23
 36 | 1 1 0 1 0 0 1 | 105
 37 | 1 1 1 0 1 0 0 | 116
 38 | 1 1 1 1 0 1 1 | 123
 39 | 1 0 1 0 0 1 1 | 83
 40 | 0 0 0 0 1 1 0 | 6
 41 | 1 1 0 1 1 0 0 | 108
 42 | 1 0 0 1 1 0 1 | 77
 43 | 1 0 1 0 1 0 0 | 84
 44 | 1 0 1 0 0 1 0 | 82
 45 | 0 0 0 0 0 0 0 | 0
 46 | 0 1 0 0 1 0 1 | 37
 47 | 1 1 1 1 0 1 1 | 123
 48 | 1 0 0 0 1 1 1 | 71
 49 | 0 1 1 0 1 0 1 | 53
 50 | 1 0 0 1 0 1 1 | 75
0 y=0.00 same=0 >> 0 0 0 0 0 1 1 | 3
----- iteration = 1
  1 | 0 0 0 0 0 1 1 | 3
  2 | 0 0 0 0 0 1 0 | 2
  3 | 0 0 0 0 1 0 0 | 4
  4 | 0 0 0 0 1 0 0 | 4
  5 | 0 0 0 0 1 0 0 | 4
  6 | 0 0 0 0 1 0 0 | 4
  7 | 0 0 0 0 1 0 1 | 5
  8 | 0 0 0 0 0 0 1 | 1
  9 | 0 0 0 0 0 0 1 | 1
 10 | 0 0 0 0 1 1 0 | 6
 11 | 0 0 0 0 0 0 0 | 0
 12 | 0 0 0 0 1 1 0 | 6
 13 | 0 0 0 0 1 1 0 | 6
 14 | 0 0 0 0 1 1 0 | 6
 15 | 0 0 0 0 0 0 0 | 0
 16 | 0 0 0 1 0 0 0 | 8
 17 | 0 0 0 1 0 0 0 | 8
 18 | 0 0 0 1 0 0 0 | 8
 19 | 0 0 0 1 0 0 0 | 8
 20 | 0 0 0 1 0 0 0 | 8
 21 | 0 0 0 1 0 0 0 | 8
 22 | 0 0 0 1 0 0 1 | 9
 23 | 0 0 0 1 0 0 1 | 9
 24 | 0 0 0 1 0 1 0 | 10
 25 | 0 0 0 1 0 1 0 | 10
 26 | 0 0 0 1 0 1 1 | 11
 27 | 0 0 0 1 0 1 1 | 11
 28 | 0 0 0 1 1 0 0 | 12
 29 | 0 0 0 1 1 0 1 | 13
 30 | 0 0 0 1 1 1 1 | 15
 31 | 0 0 1 0 1 1 1 | 23
 32 | 0 0 1 1 0 0 0 | 24
 33 | 0 0 1 1 0 1 1 | 27
 34 | 0 1 0 0 1 0 0 | 36
 35 | 0 1 0 0 1 0 0 | 36
 36 | 0 1 0 0 1 0 1 | 37
 37 | 0 1 0 0 1 0 1 | 37
 38 | 0 1 0 0 1 0 1 | 37
 39 | 0 1 0 0 1 1 0 | 38
 40 | 0 1 0 0 1 1 0 | 38
 41 | 0 1 0 0 1 1 1 | 39
 42 | 0 1 0 1 0 0 1 | 41
 43 | 0 1 0 1 0 0 1 | 41
 44 | 0 1 0 1 0 1 0 | 42
 45 | 0 1 0 1 0 1 1 | 43
 46 | 0 1 0 1 1 0 0 | 44
 47 | 0 1 0 1 1 0 0 | 44
 48 | 0 1 0 1 1 1 0 | 46
 49 | 0 1 1 0 0 0 0 | 48
 50 | 1 1 0 1 1 0 1 | 109
1 y=0.00 same=1 >> 0 0 0 0 0 1 1 | 3
----- iteration = 2
  1 | 0 0 0 0 0 1 1 | 3
  2 | 0 0 0 0 0 1 1 | 3
  3 | 0 0 0 0 0 1 1 | 3
  4 | 0 0 0 0 0 1 1 | 3
  5 | 0 0 0 0 0 1 0 | 2
  6 | 0 0 0 0 1 0 0 | 4
  7 | 0 0 0 0 0 1 0 | 2
  8 | 0 0 0 0 0 1 0 | 2
  9 | 0 0 0 0 1 0 0 | 4
 10 | 0 0 0 0 1 0 0 | 4
 11 | 0 0 0 0 1 0 0 | 4
 12 | 0 0 0 0 0 1 0 | 2
 13 | 0 0 0 0 1 0 0 | 4
 14 | 0 0 0 0 1 0 0 | 4
 15 | 0 0 0 0 1 0 0 | 4
 16 | 0 0 0 0 1 0 0 | 4
 17 | 0 0 0 0 1 0 0 | 4
 18 | 0 0 0 0 1 0 0 | 4
 19 | 0 0 0 0 0 1 0 | 2
 20 | 0 0 0 0 1 0 0 | 4
 21 | 0 0 0 0 1 0 0 | 4
 22 | 0 0 0 0 1 0 0 | 4
 23 | 0 0 0 0 1 0 0 | 4
 24 | 0 0 0 0 0 0 1 | 1
 25 | 0 0 0 0 1 0 1 | 5
 26 | 0 0 0 0 1 0 1 | 5
 27 | 0 0 0 0 0 0 1 | 1
 28 | 0 0 0 0 1 0 1 | 5
 29 | 0 0 0 0 1 0 1 | 5
 30 | 0 0 0 0 0 0 1 | 1
 31 | 0 0 0 0 0 0 1 | 1
 32 | 0 0 0 0 0 0 0 | 0
 33 | 0 0 0 0 0 0 0 | 0
 34 | 0 0 0 0 1 1 0 | 6
 35 | 0 0 0 0 1 1 0 | 6
 36 | 0 0 0 0 1 1 0 | 6
 37 | 0 0 0 0 0 0 0 | 0
 38 | 0 0 0 0 1 1 0 | 6
 39 | 0 0 0 0 0 0 0 | 0
 40 | 0 0 0 0 0 0 0 | 0
 41 | 0 0 0 0 1 1 0 | 6
 42 | 0 0 0 0 0 0 0 | 0
 43 | 0 0 0 0 1 1 0 | 6
 44 | 0 0 0 0 1 1 0 | 6
 45 | 0 0 0 0 1 1 0 | 6
 46 | 0 0 0 0 0 0 0 | 0
 47 | 0 0 0 0 1 1 1 | 7
 48 | 0 0 0 1 0 0 1 | 9
 49 | 0 0 0 1 1 1 0 | 14
 50 | 0 0 0 1 1 1 0 | 14
2 y=0.00 same=2 >> 0 0 0 0 0 1 1 | 3
----- iteration = 3
  1 | 0 0 0 0 0 1 1 | 3
  2 | 0 0 0 0 0 1 1 | 3
  3 | 0 0 0 0 0 1 1 | 3
  4 | 0 0 0 0 0 1 1 | 3
  5 | 0 0 0 0 0 1 1 | 3
  6 | 0 0 0 0 0 1 0 | 2
  7 | 0 0 0 0 1 0 0 | 4
  8 | 0 0 0 0 1 0 0 | 4
  9 | 0 0 0 0 1 0 0 | 4
 10 | 0 0 0 0 1 0 0 | 4
 11 | 0 0 0 0 1 0 0 | 4
 12 | 0 0 0 0 1 0 0 | 4
 13 | 0 0 0 0 1 0 0 | 4
 14 | 0 0 0 0 1 0 0 | 4
 15 | 0 0 0 0 1 0 0 | 4
 16 | 0 0 0 0 1 0 0 | 4
 17 | 0 0 0 0 1 0 0 | 4
 18 | 0 0 0 0 1 0 0 | 4
 19 | 0 0 0 0 1 0 0 | 4
 20 | 0 0 0 0 0 1 0 | 2
 21 | 0 0 0 0 1 0 0 | 4
 22 | 0 0 0 0 0 1 0 | 2
 23 | 0 0 0 0 1 0 0 | 4
 24 | 0 0 0 0 1 0 0 | 4
 25 | 0 0 0 0 1 0 0 | 4
 26 | 0 0 0 0 1 0 0 | 4
 27 | 0 0 0 0 1 0 0 | 4
 28 | 0 0 0 0 1 0 0 | 4
 29 | 0 0 0 0 0 1 0 | 2
 30 | 0 0 0 0 0 1 0 | 2
 31 | 0 0 0 0 1 0 0 | 4
 32 | 0 0 0 0 0 1 0 | 2
 33 | 0 0 0 0 0 1 0 | 2
 34 | 0 0 0 0 1 0 0 | 4
 35 | 0 0 0 0 1 0 0 | 4
 36 | 0 0 0 0 1 0 0 | 4
 37 | 0 0 0 0 0 1 0 | 2
 38 | 0 0 0 0 1 0 0 | 4
 39 | 0 0 0 0 1 0 0 | 4
 40 | 0 0 0 0 1 0 0 | 4
 41 | 0 0 0 0 0 0 1 | 1
 42 | 0 0 0 0 1 0 1 | 5
 43 | 0 0 0 0 1 0 1 | 5
 44 | 0 0 0 0 0 0 0 | 0
 45 | 0 0 0 0 0 0 0 | 0
 46 | 0 0 0 0 0 0 0 | 0
 47 | 0 0 0 0 0 0 0 | 0
 48 | 0 0 0 0 1 1 1 | 7
 49 | 0 0 0 0 1 1 1 | 7
 50 | 0 0 0 0 1 1 1 | 7
3 y=0.00 same=3 >> 0 0 0 0 0 1 1 | 3
----- iteration = 4
  1 | 0 0 0 0 0 1 1 | 3
  2 | 0 0 0 0 0 1 1 | 3
  3 | 0 0 0 0 0 1 1 | 3
  4 | 0 0 0 0 0 1 1 | 3
  5 | 0 0 0 0 0 1 1 | 3
  6 | 0 0 0 0 0 1 1 | 3
  7 | 0 0 0 0 0 1 1 | 3
  8 | 0 0 0 0 0 1 1 | 3
  9 | 0 0 0 0 0 1 1 | 3
 10 | 0 0 0 0 0 1 1 | 3
 11 | 0 0 0 0 0 1 1 | 3
 12 | 0 0 0 0 0 1 1 | 3
 13 | 0 0 0 0 0 1 1 | 3
 14 | 0 0 0 0 0 1 1 | 3
 15 | 0 0 0 0 0 1 0 | 2
 16 | 0 0 0 0 1 0 0 | 4
 17 | 0 0 0 0 0 1 0 | 2
 18 | 0 0 0 0 1 0 0 | 4
 19 | 0 0 0 0 1 0 0 | 4
 20 | 0 0 0 0 0 1 0 | 2
 21 | 0 0 0 0 1 0 0 | 4
 22 | 0 0 0 0 0 1 0 | 2
 23 | 0 0 0 0 1 0 0 | 4
 24 | 0 0 0 0 1 0 0 | 4
 25 | 0 0 0 0 1 0 0 | 4
 26 | 0 0 0 0 1 0 0 | 4
 27 | 0 0 0 0 1 0 0 | 4
 28 | 0 0 0 0 1 0 0 | 4
 29 | 0 0 0 0 1 0 0 | 4
 30 | 0 0 0 0 1 0 0 | 4
 31 | 0 0 0 0 1 0 0 | 4
 32 | 0 0 0 0 1 0 0 | 4
 33 | 0 0 0 0 1 0 0 | 4
 34 | 0 0 0 0 1 0 0 | 4
 35 | 0 0 0 0 1 0 0 | 4
 36 | 0 0 0 0 1 0 0 | 4
 37 | 0 0 0 0 0 1 0 | 2
 38 | 0 0 0 0 1 0 0 | 4
 39 | 0 0 0 0 1 0 0 | 4
 40 | 0 0 0 0 1 0 0 | 4
 41 | 0 0 0 0 1 0 0 | 4
 42 | 0 0 0 0 1 0 0 | 4
 43 | 0 0 0 0 1 0 0 | 4
 44 | 0 0 0 0 1 0 0 | 4
 45 | 0 0 0 0 1 0 0 | 4
 46 | 0 0 0 0 1 0 0 | 4
 47 | 0 0 0 0 0 0 0 | 0
 48 | 0 0 0 0 0 0 0 | 0
 49 | 0 0 0 0 1 1 1 | 7
 50 | 0 0 0 0 1 1 1 | 7
4 y=0.00 same=4 >> 0 0 0 0 0 1 1 | 3
----- iteration = 5
  1 | 0 0 0 0 0 1 1 | 3
  2 | 0 0 0 0 0 1 1 | 3
  3 | 0 0 0 0 0 1 1 | 3
  4 | 0 0 0 0 0 1 1 | 3
  5 | 0 0 0 0 0 1 1 | 3
  6 | 0 0 0 0 0 1 1 | 3
  7 | 0 0 0 0 0 1 1 | 3
  8 | 0 0 0 0 0 1 1 | 3
  9 | 0 0 0 0 0 1 1 | 3
 10 | 0 0 0 0 0 1 1 | 3
 11 | 0 0 0 0 0 1 1 | 3
 12 | 0 0 0 0 0 1 1 | 3
 13 | 0 0 0 0 0 1 1 | 3
 14 | 0 0 0 0 0 1 1 | 3
 15 | 0 0 0 0 0 1 1 | 3
 16 | 0 0 0 0 0 1 1 | 3
 17 | 0 0 0 0 0 1 1 | 3
 18 | 0 0 0 0 0 1 1 | 3
 19 | 0 0 0 0 0 1 1 | 3
 20 | 0 0 0 0 0 1 1 | 3
 21 | 0 0 0 0 0 1 1 | 3
 22 | 0 0 0 0 0 1 1 | 3
 23 | 0 0 0 0 0 1 1 | 3
 24 | 0 0 0 0 0 1 1 | 3
 25 | 0 0 0 0 0 1 1 | 3
 26 | 0 0 0 0 0 1 1 | 3
 27 | 0 0 0 0 0 1 1 | 3
 28 | 0 0 0 0 0 1 1 | 3
 29 | 0 0 0 0 0 1 1 | 3
 30 | 0 0 0 0 0 1 1 | 3
 31 | 0 0 0 0 0 1 1 | 3
 32 | 0 0 0 0 0 1 1 | 3
 33 | 0 0 0 0 0 1 1 | 3
 34 | 0 0 0 0 0 1 1 | 3
 35 | 0 0 0 0 0 1 1 | 3
 36 | 0 0 0 0 0 1 1 | 3
 37 | 0 0 0 0 1 0 0 | 4
 38 | 0 0 0 0 1 0 0 | 4
 39 | 0 0 0 0 0 1 0 | 2
 40 | 0 0 0 0 0 1 0 | 2
 41 | 0 0 0 0 0 1 0 | 2
 42 | 0 0 0 0 1 0 1 | 5
 43 | 0 0 0 0 1 0 1 | 5
 44 | 0 0 0 0 0 0 0 | 0
 45 | 0 0 0 0 0 0 0 | 0
 46 | 0 0 0 0 0 0 0 | 0
 47 | 0 0 0 0 1 1 1 | 7
 48 | 0 0 0 0 1 1 1 | 7
 49 | 0 0 0 0 1 1 1 | 7
 50 | 0 0 0 1 0 0 1 | 9
5 y=0.00 same=5 >> 0 0 0 0 0 1 1 | 3
----- after
  1 | 0 0 0 0 0 1 1 | 3
  2 | 0 0 0 0 0 1 1 | 3
  3 | 0 0 0 0 0 1 1 | 3
  4 | 0 0 0 0 0 1 1 | 3
  5 | 0 0 0 0 0 1 1 | 3
  6 | 0 0 0 0 0 1 1 | 3
  7 | 0 0 0 0 0 1 1 | 3
  8 | 0 0 0 0 0 1 1 | 3
  9 | 0 0 0 0 0 1 1 | 3
 10 | 0 0 0 0 0 1 1 | 3
 11 | 0 0 0 0 0 1 1 | 3
 12 | 0 0 0 0 0 1 1 | 3
 13 | 0 0 0 0 0 1 1 | 3
 14 | 0 0 0 0 0 1 1 | 3
 15 | 0 0 0 0 0 1 1 | 3
 16 | 0 0 0 0 0 1 1 | 3
 17 | 0 0 0 0 0 1 1 | 3
 18 | 0 0 0 0 0 1 1 | 3
 19 | 0 0 0 0 0 1 1 | 3
 20 | 0 0 0 0 0 1 1 | 3
 21 | 0 0 0 0 0 1 1 | 3
 22 | 0 0 0 0 0 1 1 | 3
 23 | 0 0 0 0 0 1 1 | 3
 24 | 0 0 0 0 0 1 1 | 3
 25 | 0 0 0 0 0 1 1 | 3
 26 | 0 0 0 0 0 1 1 | 3
 27 | 0 0 0 0 0 1 1 | 3
 28 | 0 0 0 0 0 1 1 | 3
 29 | 0 0 0 0 0 1 1 | 3
 30 | 0 0 0 0 0 1 1 | 3
 31 | 0 0 0 0 0 1 1 | 3
 32 | 0 0 0 0 0 1 1 | 3
 33 | 0 0 0 0 0 1 1 | 3
 34 | 0 0 0 0 0 1 1 | 3
 35 | 0 0 0 0 0 1 1 | 3
 36 | 0 0 0 0 0 1 1 | 3
 37 | 0 0 0 0 0 1 1 | 3
 38 | 0 0 0 0 0 1 1 | 3
 39 | 0 0 0 0 0 1 1 | 3
 40 | 0 0 0 0 0 1 1 | 3
 41 | 0 0 0 0 0 1 1 | 3
 42 | 0 0 0 0 0 1 1 | 3
 43 | 0 0 0 0 0 1 1 | 3
 44 | 0 0 0 0 0 1 1 | 3
 45 | 0 0 0 0 0 1 1 | 3
 46 | 0 0 0 0 0 1 1 | 3
 47 | 0 0 0 0 0 1 1 | 3
 48 | 0 0 0 0 0 1 1 | 3
 49 | 0 0 0 1 0 0 1 | 9
 50 | 0 0 1 0 0 1 0 | 18
best = 0 0 0 0 0 1 1 | 3
